symbol	cate	logFC	sign	adj.P.Val
Olfml3	X48H - S48H	1.3736	Up	0.0023
Prom1	X48H - S48H	2.2465	Up	0.0023
Gm5446	X48H - S48H	1.0877	Up	0.0023
Rpp38	X48H - S48H	1.0052	Up	0.0023
Lgr5	X48H - S48H	1.3653	Up	0.0024
Alg12	X48H - S48H	1.0487	Up	0.0024
Enc1	X48H - S48H	1.3337	Up	0.0024
Uap1l1	X48H - S48H	1.2559	Up	0.0025
Gm14117	X48H - S48H	1.0451	Up	0.0025
Bahcc1	X48H - S48H	1.0464	Up	0.0025
Tlr12	X48H - S48H	1.7446	Up	0.0025
Rangrf	X48H - S48H	1.082	Up	0.0025
Gm4349	X48H - S48H	1.9894	Up	0.0026
Lox	X48H - S48H	2.7414	Up	0.0026
Xkr5	X48H - S48H	8.3699	Up	0.0026
Col6a2	X48H - S48H	1.4656	Up	0.0026
Galntl2	X48H - S48H	-1.7109	Down	0.0026
Gm9793	X48H - S48H	7.1411	Up	0.0026
Dgkh	X48H - S48H	2.2713	Up	0.0026
Plekhb1	X48H - S48H	-1.0122	Down	0.0026
Gm10474	X48H - S48H	8.5814	Up	0.0026
Ly6a	X48H - S48H	1.0214	Up	0.0026
Gm13295	X48H - S48H	8.2095	Up	0.0027
Ces1f	X48H - S48H	-1.086	Down	0.0027
Izumo4	X48H - S48H	-1.299	Down	0.0027
3110035E14Rik	X48H - S48H	7.2895	Up	0.0027
Atp2b2	X48H - S48H	2.0774	Up	0.0027
Gm5577	X48H - S48H	11.009	Up	0.0027
Polq	X48H - S48H	6.3713	Up	0.0028
Pdgfra	X48H - S48H	1.1372	Up	0.0028
Alms1	X48H - S48H	1.383	Up	0.0029
Shroom3	X48H - S48H	1.0184	Up	0.0029
Lrdd	X48H - S48H	1.077	Up	0.0029
Ccdc37	X48H - S48H	8.6906	Up	0.003
Serpine1	X48H - S48H	2.9916	Up	0.003
Hsd3b5	X48H - S48H	-3.6363	Down	0.0031
Sccpdh	X48H - S48H	1.0126	Up	0.0031
Rad51c	X48H - S48H	1.7672	Up	0.0031
Mxd3	X48H - S48H	9.9776	Up	0.0031
4930547N16Rik	X48H - S48H	8.1168	Up	0.0031
Ppl	X48H - S48H	1.6211	Up	0.0031
AC110211.1	X48H - S48H	1.5847	Up	0.0031
Zfp324	X48H - S48H	1.2617	Up	0.0032
Prss16	X48H - S48H	9.8437	Up	0.0032
Creb3l2	X48H - S48H	1.0655	Up	0.0032
Slc22a3	X48H - S48H	1.338	Up	0.0032
Impa2	X48H - S48H	1.3233	Up	0.0032
Sgol1	X48H - S48H	6.277	Up	0.0032
Tagln	X48H - S48H	1.8785	Up	0.0032
Acss2	X48H - S48H	-1.7846	Down	0.0032
Gm17390	X48H - S48H	8.4124	Up	0.0033
Gm12244	X48H - S48H	-6.8122	Down	0.0033
Gm6410	X48H - S48H	10.8876	Up	0.0033
Acot1	X48H - S48H	1.9859	Up	0.0033
Dlgap1	X48H - S48H	-2.1845	Down	0.0033
Enah	X48H - S48H	2.0958	Up	0.0034
Tctn3	X48H - S48H	1.2652	Up	0.0034
Ly75	X48H - S48H	1.067	Up	0.0034
Cep152	X48H - S48H	1.1721	Up	0.0034
N4bp2l1	X48H - S48H	-1.5848	Down	0.0034
Car3	X48H - S48H	-2.1608	Down	0.0035
Sestd1	X48H - S48H	1.0317	Up	0.0035
Iqgap3	X48H - S48H	7.1442	Up	0.0036
Srprb	X48H - S48H	1.1313	Up	0.0036
Rad54l	X48H - S48H	5.4538	Up	0.0036
Diap3	X48H - S48H	6.5844	Up	0.0036
Kntc1	X48H - S48H	6.3182	Up	0.0036
Ccdc99	X48H - S48H	5.9362	Up	0.0036
Gan	X48H - S48H	1.4165	Up	0.0036
Gm16143	X48H - S48H	-7.1073	Down	0.0036
Robo4	X48H - S48H	-1.0186	Down	0.0036
Cep110	X48H - S48H	1.1383	Up	0.0037
Kctd11	X48H - S48H	1.0819	Up	0.0037
Cep78	X48H - S48H	1.0087	Up	0.0037
Depdc1a	X48H - S48H	10.0295	Up	0.0037
Csf2rb	X48H - S48H	1.5423	Up	0.0037
Slc41a3	X48H - S48H	1.5304	Up	0.0037
Ppp1r1b	X48H - S48H	-1.3147	Down	0.0037
Adck3	X48H - S48H	-1.2945	Down	0.0038
Ckap4	X48H - S48H	1.5645	Up	0.0038
Adam15	X48H - S48H	1.0952	Up	0.0038
Mup21	X48H - S48H	-1.415	Down	0.0038
Chmp4c	X48H - S48H	1.5427	Up	0.0038
D130020L05Rik	X48H - S48H	-1.2924	Down	0.0039
Cyp4a14	X48H - S48H	3.2364	Up	0.0039
Layn	X48H - S48H	1.7493	Up	0.0039
Tuba8	X48H - S48H	1.8263	Up	0.0039
Kif2c	X48H - S48H	7.837	Up	0.004
Src	X48H - S48H	1.1554	Up	0.004
Cdk2ap2	X48H - S48H	1.0095	Up	0.004
Sgms1	X48H - S48H	1.1729	Up	0.004
Wdr92	X48H - S48H	1.0132	Up	0.0041
Scn7a	X48H - S48H	2.0704	Up	0.0041
Treh	X48H - S48H	1.4687	Up	0.0041
Akap17b	X48H - S48H	1.1463	Up	0.0042
Prok1	X48H - S48H	-6.3596	Down	0.0042
Igfbp2	X48H - S48H	1.0148	Up	0.0043
Slc7a6	X48H - S48H	2.0689	Up	0.0043
8430427H17Rik	X48H - S48H	1.3443	Up	0.0044
Gm14738	X48H - S48H	4.8362	Up	0.0044
Gpx6	X48H - S48H	-4.1692	Down	0.0044
Slc23a3	X48H - S48H	8.263	Up	0.0044
4930503L19Rik	X48H - S48H	1.506	Up	0.0044
Hmcn2	X48H - S48H	1.655	Up	0.0045
Rasl11a	X48H - S48H	2.1657	Up	0.0045
1700024P16Rik	X48H - S48H	1.0947	Up	0.0045
Hist2h2aa2	X48H - S48H	-1.0253	Down	0.0045
Card10	X48H - S48H	1.0221	Up	0.0046
Trim68	X48H - S48H	1.2711	Up	0.0046
Ntf3	X48H - S48H	1.581	Up	0.0046
Oxct1	X48H - S48H	1.0388	Up	0.0047
Ehd2	X48H - S48H	1.3416	Up	0.0047
Hist1h4h	X48H - S48H	-1.5039	Down	0.0048
Klhl3	X48H - S48H	1.274	Up	0.0048
Plod2	X48H - S48H	1.7529	Up	0.0048
Zbtb45	X48H - S48H	1.2209	Up	0.0048
Jmjd5	X48H - S48H	1.0432	Up	0.0048
Shcbp1	X48H - S48H	6.4512	Up	0.0049
Ddit4l	X48H - S48H	1.9318	Up	0.0049
Armcx4	X48H - S48H	1.3054	Up	0.0049
Cthrc1	X48H - S48H	11.1667	Up	0.005
Gm7665	X48H - S48H	1.829	Up	0.005
Gm9761	X48H - S48H	1.0295	Up	0.005
Hspb7	X48H - S48H	9.6576	Up	0.0051
Igfbp3	X48H - S48H	-1.0501	Down	0.0051
Gm11631	X48H - S48H	-6.5308	Down	0.0052
2010003K11Rik	X48H - S48H	1.1254	Up	0.0052
1810021B22Rik	X48H - S48H	-1.1401	Down	0.0052
Egln3	X48H - S48H	1.0277	Up	0.0052
Fam171b	X48H - S48H	1.3612	Up	0.0052
Orc1	X48H - S48H	8.8675	Up	0.0053
Mthfd1l	X48H - S48H	1.311	Up	0.0053
Cml3	X48H - S48H	-2.1936	Down	0.0053
C630004H02Rik	X48H - S48H	1.4958	Up	0.0053
5430416O09Rik	X48H - S48H	-5.6691	Down	0.0053
Tnfrsf10b	X48H - S48H	3.3681	Up	0.0054
Ptk7	X48H - S48H	1.6106	Up	0.0055
Mab21l3	X48H - S48H	7.9556	Up	0.0055
Gm12900	X48H - S48H	-8.5167	Down	0.0055
Cyp3a44	X48H - S48H	1.0183	Up	0.0056
8430408G22Rik	X48H - S48H	-2.2031	Down	0.0056
Trim66	X48H - S48H	-6.5797	Down	0.0056
Sipa1l2	X48H - S48H	1.3186	Up	0.0056
Wnt10a	X48H - S48H	8.3709	Up	0.0056
Cad	X48H - S48H	1.2067	Up	0.0057
Fign	X48H - S48H	1.3275	Up	0.0057
Rab11fip4	X48H - S48H	1.0924	Up	0.0057
Traip	X48H - S48H	5.364	Up	0.0057
Dgke	X48H - S48H	1.0329	Up	0.0058
4930427A07Rik	X48H - S48H	6.1205	Up	0.0058
Gm5549	X48H - S48H	1.4096	Up	0.0058
Atp6v0e2	X48H - S48H	1.5956	Up	0.0058
Cacng1	X48H - S48H	10.5472	Up	0.0058
Id1	X48H - S48H	1.672	Up	0.0059
Serpina12	X48H - S48H	-1.6717	Down	0.006
Lrit1	X48H - S48H	-1.2619	Down	0.006
Gm12346	X48H - S48H	1.2615	Up	0.006
Mir17hg	X48H - S48H	1.5059	Up	0.006
Susd2	X48H - S48H	1.2151	Up	0.006
Heatr7b1	X48H - S48H	1.0314	Up	0.006
Kirrel	X48H - S48H	1.2037	Up	0.0061
Gatsl3	X48H - S48H	1.0861	Up	0.0062
Gm6644	X48H - S48H	1.1639	Up	0.0063
2010317E24Rik	X48H - S48H	8.9852	Up	0.0063
Fry	X48H - S48H	1.0595	Up	0.0064
Nme6	X48H - S48H	1.4489	Up	0.0064
Gm14484	X48H - S48H	9.0888	Up	0.0064
Sulf2	X48H - S48H	1.3585	Up	0.0064
Klf1	X48H - S48H	-1.195	Down	0.0064
Gm14063	X48H - S48H	3.7092	Up	0.0066
Ccdc134	X48H - S48H	1.2589	Up	0.0067
Ppic	X48H - S48H	1.2248	Up	0.0067
Nat8	X48H - S48H	-1.0178	Down	0.0067
Dfna5	X48H - S48H	1.4438	Up	0.0067
Rell1	X48H - S48H	1.0334	Up	0.0068
Slc15a5	X48H - S48H	-1.1069	Down	0.0069
Klhl23	X48H - S48H	1.5359	Up	0.0069
Cd36	X48H - S48H	1.2527	Up	0.0069
Zfp791	X48H - S48H	1.1907	Up	0.0069
Des	X48H - S48H	1.0971	Up	0.0069
Nptx1	X48H - S48H	8.5709	Up	0.007
Plek2	X48H - S48H	1.6687	Up	0.007
Gstm3	X48H - S48H	1.7833	Up	0.007
Prr11	X48H - S48H	6.4043	Up	0.007
Mup-ps13	X48H - S48H	-1.3716	Down	0.0072
Gm15428	X48H - S48H	10.5731	Up	0.0072
Nap1l3	X48H - S48H	1.258	Up	0.0072
Pycr2	X48H - S48H	1.1704	Up	0.0072
Ces4a	X48H - S48H	-1.7153	Down	0.0073
Tnn	X48H - S48H	6.2181	Up	0.0073
Fkbp11	X48H - S48H	1.2539	Up	0.0073
Cga	X48H - S48H	10.7359	Up	0.0074
Hamp	X48H - S48H	-1.6458	Down	0.0074
Slc5a3	X48H - S48H	1.2089	Up	0.0074
Hsp90aa1	X48H - S48H	1.1965	Up	0.0074
Gm20419	X48H - S48H	1.5653	Up	0.0074
Pcbp4	X48H - S48H	1.1932	Up	0.0075
Phf19	X48H - S48H	2.1797	Up	0.0076
Abcb1a	X48H - S48H	1.1823	Up	0.0077
Xrcc3	X48H - S48H	1.1228	Up	0.0077
Otop3	X48H - S48H	-2.8552	Down	0.0077
Elf3	X48H - S48H	1.4711	Up	0.0078
Asap3	X48H - S48H	1.1487	Up	0.0078
Gm5903	X48H - S48H	1.3682	Up	0.008
Gm12666	X48H - S48H	1.0334	Up	0.008
Hist3h2bb-ps	X48H - S48H	-11.3428	Down	0.008
Myod1	X48H - S48H	-2.9842	Down	0.008
Ppp1r3b	X48H - S48H	-1.1921	Down	0.0081
Katnal2	X48H - S48H	8.4404	Up	0.0083
Slc35f2	X48H - S48H	6.1402	Up	0.0083
Ighm	X48H - S48H	-2.1769	Down	0.0083
5730590G19Rik	X48H - S48H	8.1468	Up	0.0083
Tiam1	X48H - S48H	1.5402	Up	0.0084
2210406O10Rik	X48H - S48H	-5.3417	Down	0.0084
Snord83b	X48H - S48H	10.2946	Up	0.0084
Fam177a	X48H - S48H	1.0459	Up	0.0084
1700047I17Rik2	X48H - S48H	1.045	Up	0.0085
Chml	X48H - S48H	1.3014	Up	0.0086
Zfp641	X48H - S48H	1.8986	Up	0.0087
Glis2	X48H - S48H	1.2772	Up	0.0087
Paqr4	X48H - S48H	1.29	Up	0.0087
Igdcc4	X48H - S48H	4.4229	Up	0.0089
Gm11008	X48H - S48H	1.008	Up	0.0089
Fanca	X48H - S48H	4.6741	Up	0.0089
9530077C05Rik	X48H - S48H	3.9097	Up	0.0089
Ndc80	X48H - S48H	6.5368	Up	0.009
Col6a1	X48H - S48H	1.2707	Up	0.009
Nek3	X48H - S48H	1.0344	Up	0.009
Mup-ps1	X48H - S48H	-1.559	Down	0.0091
Mup-ps8	X48H - S48H	-1.9744	Down	0.0091
Gm11489	X48H - S48H	-3.6147	Down	0.0092
Arfgap3	X48H - S48H	1.5974	Up	0.0092
Mras	X48H - S48H	1.0935	Up	0.0092
Vil1	X48H - S48H	6.3056	Up	0.0092
Gm12522	X48H - S48H	6.6279	Up	0.0093
Cyr61	X48H - S48H	1.4953	Up	0.0093
Galnt12	X48H - S48H	7.5905	Up	0.0093
Gm16464	X48H - S48H	1.6082	Up	0.0093
Chst14	X48H - S48H	1.0224	Up	0.0093
Fmn1	X48H - S48H	1.49	Up	0.0094
Ston2	X48H - S48H	1.0389	Up	0.0094
1700010K24Rik	X48H - S48H	-7.9411	Down	0.0095
Sucnr1	X48H - S48H	-1.5274	Down	0.0095
Mis18bp1	X48H - S48H	6.1554	Up	0.0096
Mpzl2	X48H - S48H	1.0356	Up	0.0096
Gm5844	X48H - S48H	1.2709	Up	0.0097
Gprc5b	X48H - S48H	1.7511	Up	0.0098
BC030867	X48H - S48H	9.039	Up	0.0098
Gm16363	X48H - S48H	1.3811	Up	0.0099
Cdca5	X48H - S48H	6.5462	Up	0.0099
Scn5a	X48H - S48H	6.8211	Up	0.01
Gale	X48H - S48H	1.1324	Up	0.01
Tekt5	X48H - S48H	6.8379	Up	0.0101
Tmprss7	X48H - S48H	8.0989	Up	0.0101
Gm7327	X48H - S48H	1.2684	Up	0.0101
Atf7ip2	X48H - S48H	7.388	Up	0.0102
Dbn1	X48H - S48H	1.2499	Up	0.0102
Gm5819	X48H - S48H	1.087	Up	0.0102
St8sia3	X48H - S48H	1.8082	Up	0.0103
Rnf43	X48H - S48H	1.0666	Up	0.0104
Cit	X48H - S48H	1.4776	Up	0.0104
Lrrc14b	X48H - S48H	1.5698	Up	0.0105
Krt14	X48H - S48H	10.0161	Up	0.0105
Pak1	X48H - S48H	1.1853	Up	0.0105
Unc119	X48H - S48H	1.0721	Up	0.0106
Mup20	X48H - S48H	-1.212	Down	0.0106
Gngt1	X48H - S48H	-1.9915	Down	0.0106
Gm15833	X48H - S48H	-6.6674	Down	0.0106
Mthfd2	X48H - S48H	1.4492	Up	0.0107
Fsd1l	X48H - S48H	1.2257	Up	0.0108
Slc5a11	X48H - S48H	-9.0777	Down	0.0108
Obsl1	X48H - S48H	1.3434	Up	0.0108
Ugt1a2	X48H - S48H	-2.1046	Down	0.0108
Fam54a	X48H - S48H	5.201	Up	0.0109
Hesx1	X48H - S48H	8.8685	Up	0.0109
Cd63	X48H - S48H	1.1227	Up	0.011
Pdk3	X48H - S48H	1.6917	Up	0.011
Nrg4	X48H - S48H	1.463	Up	0.011
Zfp449	X48H - S48H	1.4905	Up	0.011
Myl6b	X48H - S48H	1.0482	Up	0.011
6230427J02Rik	X48H - S48H	7.0351	Up	0.0111
Odf3b	X48H - S48H	-1.1272	Down	0.0112
Radil	X48H - S48H	7.3779	Up	0.0112
Ska1	X48H - S48H	9.6274	Up	0.0113
Vgll2	X48H - S48H	-3.0402	Down	0.0114
A830010M20Rik	X48H - S48H	1.0724	Up	0.0114
Pklr	X48H - S48H	-1.0693	Down	0.0116
Lnx1	X48H - S48H	2.2502	Up	0.0117
3110007F17Rik	X48H - S48H	1.5837	Up	0.0117
Rtkn	X48H - S48H	1.0225	Up	0.0117
Atp8b4	X48H - S48H	1.3215	Up	0.0117
Acpl2	X48H - S48H	1.1017	Up	0.0117
Gm14405	X48H - S48H	1.1453	Up	0.0118
Gm13594	X48H - S48H	-4.5928	Down	0.0118
Clcf1	X48H - S48H	1.6279	Up	0.0119
Gmppb	X48H - S48H	1.4314	Up	0.012
Tacc2	X48H - S48H	1.2856	Up	0.012
Gm5607	X48H - S48H	3.269	Up	0.012
Ccl19	X48H - S48H	1.5121	Up	0.0122
9130020K20Rik	X48H - S48H	4.2809	Up	0.0123
Gm6665	X48H - S48H	1.3267	Up	0.0123
Gm15957	X48H - S48H	-3.0739	Down	0.0124
Fam81a	X48H - S48H	1.3854	Up	0.0124
Hspa13	X48H - S48H	1.0088	Up	0.0125
Barx2	X48H - S48H	9.0985	Up	0.0125
Gm12854	X48H - S48H	1.5944	Up	0.0125
Lamb3	X48H - S48H	1.303	Up	0.0125
Lcn5	X48H - S48H	9.8157	Up	0.0126
Amigo3	X48H - S48H	1.79	Up	0.0126
Kazald1	X48H - S48H	-1.3259	Down	0.0126
Gria3	X48H - S48H	1.9042	Up	0.0127
Tnfrsf11b	X48H - S48H	1.1898	Up	0.0128
Dlgap5	X48H - S48H	7.2141	Up	0.0129
Nin	X48H - S48H	1.0228	Up	0.0129
Phospho1	X48H - S48H	7.8933	Up	0.0129
6330416G13Rik	X48H - S48H	1.0151	Up	0.0129
Gm13127	X48H - S48H	1.054	Up	0.013
Lrrc29	X48H - S48H	-1.0665	Down	0.0131
Mup-ps19	X48H - S48H	-1.1719	Down	0.0131
Spa17	X48H - S48H	1.7263	Up	0.0132
Gm9364	X48H - S48H	1.4823	Up	0.0133
Limk1	X48H - S48H	1.0069	Up	0.0135
Srgap3	X48H - S48H	-1.5949	Down	0.0135
Pnliprp2	X48H - S48H	5.4893	Up	0.0136
Gm14235	X48H - S48H	-3.7637	Down	0.0136
AC117577.2	X48H - S48H	5.439	Up	0.0136
Pcyox1l	X48H - S48H	1.3454	Up	0.0137
Kdelr3	X48H - S48H	1.8103	Up	0.0137
St3gal2	X48H - S48H	1.2628	Up	0.0138
Alpk1	X48H - S48H	1.6523	Up	0.0138
Fndc3b	X48H - S48H	1.0716	Up	0.0139
Fam198b	X48H - S48H	1.722	Up	0.0139
Card14	X48H - S48H	7.2384	Up	0.0139
Fam164a	X48H - S48H	1.0519	Up	0.014
Cdr2l	X48H - S48H	1.1564	Up	0.014
Gfpt1	X48H - S48H	1.1411	Up	0.0141
S1pr3	X48H - S48H	1.1782	Up	0.0141
Acta2	X48H - S48H	2.2554	Up	0.0141
Tmem74	X48H - S48H	5.3436	Up	0.0141
Gm8587	X48H - S48H	8.7131	Up	0.0143
Slc22a6	X48H - S48H	-2.5629	Down	0.0143
Sp6	X48H - S48H	-8.3009	Down	0.0144
Leprel2	X48H - S48H	1.0862	Up	0.0144
Hist1h3g	X48H - S48H	9.7216	Up	0.0145
Nkx2-4	X48H - S48H	-2.9691	Down	0.0146
Ttk	X48H - S48H	7.8187	Up	0.0146
Chtf18	X48H - S48H	4.7581	Up	0.0147
Scd2	X48H - S48H	-1.5449	Down	0.0147
Thsd7a	X48H - S48H	1.6104	Up	0.0147
Gm13421	X48H - S48H	1.2731	Up	0.0147
Hcrtr2	X48H - S48H	4.2033	Up	0.0149
Igkv8-28	X48H - S48H	-7.4333	Down	0.015
Gm4477	X48H - S48H	-2.322	Down	0.0151
Gm14045	X48H - S48H	10.2204	Up	0.0154
Zfp184	X48H - S48H	4.5462	Up	0.0155
Gm11962	X48H - S48H	-3.9374	Down	0.0157
1700016C15Rik	X48H - S48H	10.1542	Up	0.0158
Rad51ap1	X48H - S48H	4.9438	Up	0.0158
Angpt4	X48H - S48H	9.1273	Up	0.0158
E2f7	X48H - S48H	3.8349	Up	0.0158
Bub1	X48H - S48H	6.4223	Up	0.0159
Ror2	X48H - S48H	8.617	Up	0.0159
1700013G23Rik	X48H - S48H	9.9504	Up	0.0159
H1fx	X48H - S48H	7.9595	Up	0.016
Lipg	X48H - S48H	1.5026	Up	0.016
Acpp	X48H - S48H	-1.2621	Down	0.0161
Pnpla3	X48H - S48H	-3.0683	Down	0.0162
Asf1b	X48H - S48H	4.5599	Up	0.0164
Kif23	X48H - S48H	5.6924	Up	0.0164
Dnalc1	X48H - S48H	1.146	Up	0.0166
Gm1980	X48H - S48H	1.2052	Up	0.0167
Hapln2	X48H - S48H	-2.8662	Down	0.0167
Tes	X48H - S48H	1.438	Up	0.0167
Clip3	X48H - S48H	1.7365	Up	0.0167
Cenpp	X48H - S48H	5.1277	Up	0.0167
Sema3b	X48H - S48H	1.6909	Up	0.0168
Nipal2	X48H - S48H	3.6477	Up	0.017
Cyp4a32	X48H - S48H	1.2536	Up	0.0171
Ren1	X48H - S48H	7.6679	Up	0.0171
Gm14778	X48H - S48H	-4.9042	Down	0.0171
Trbj1-2	X48H - S48H	-9.2114	Down	0.0171
Gm7855	X48H - S48H	1.1251	Up	0.0171
Fbxo24	X48H - S48H	8.8247	Up	0.0172
Rnf165	X48H - S48H	5.9781	Up	0.0173
Cep72	X48H - S48H	2.8584	Up	0.0174
E130306D19Rik	X48H - S48H	6.6965	Up	0.0174
Oxct2a	X48H - S48H	6.2092	Up	0.0174
Ocstamp	X48H - S48H	1.0541	Up	0.0176
Rd3	X48H - S48H	-1.5438	Down	0.0176
Adcy2	X48H - S48H	3.6792	Up	0.0176
Gm14416	X48H - S48H	1.0441	Up	0.0177
Fam115c	X48H - S48H	1.0633	Up	0.0177
Gm14400	X48H - S48H	1.3333	Up	0.0177
Col6a3	X48H - S48H	1.4052	Up	0.0178
Gm11837	X48H - S48H	1.0201	Up	0.0178
Zfp783	X48H - S48H	2.5929	Up	0.0179
Unc5b	X48H - S48H	1.0796	Up	0.0179
Thbs1	X48H - S48H	2.8333	Up	0.018
Gm6736	X48H - S48H	1.0643	Up	0.018
Hist2h2bb	X48H - S48H	5.451	Up	0.0181
Wnt5a	X48H - S48H	1.6061	Up	0.0181
Ptprs	X48H - S48H	1.0082	Up	0.0182
AC135292.1	X48H - S48H	-7.6843	Down	0.0182
Tgfb1i1	X48H - S48H	1.2057	Up	0.0183
Igsf8	X48H - S48H	1.0029	Up	0.0183
Gm7647	X48H - S48H	-5.0017	Down	0.0184
Akap6	X48H - S48H	5.8677	Up	0.0185
Lif	X48H - S48H	8.8324	Up	0.0186
Nrn1l	X48H - S48H	-3.2932	Down	0.0186
Cdca7	X48H - S48H	1.1015	Up	0.0186
Gm14703	X48H - S48H	-1.4996	Down	0.0186
Npr3	X48H - S48H	1.2384	Up	0.0188
Cdc7	X48H - S48H	3.6681	Up	0.0188
Cdh3	X48H - S48H	1.6768	Up	0.0188
Gdf6	X48H - S48H	1.7183	Up	0.0189
Pik3ip1	X48H - S48H	-1.5161	Down	0.0189
Anxa1	X48H - S48H	1.379	Up	0.0189
Dyrk3	X48H - S48H	1.1443	Up	0.019
Wnt8b	X48H - S48H	-2.6472	Down	0.019
Zfp473	X48H - S48H	5.4348	Up	0.0191
Shisa2	X48H - S48H	4.974	Up	0.0193
Gm15823	X48H - S48H	11.5023	Up	0.0193
Cntnap5b	X48H - S48H	2.7734	Up	0.0194
Cpsf4l	X48H - S48H	-1.3116	Down	0.0194
Gm4673	X48H - S48H	-1.82	Down	0.0195
Pfkp	X48H - S48H	1.0478	Up	0.0196
Pgf	X48H - S48H	9.6375	Up	0.0197
Mup-ps14	X48H - S48H	-4.9166	Down	0.0198
Mir1950	X48H - S48H	8.4621	Up	0.0203
Pdzd4	X48H - S48H	3.3215	Up	0.0203
Gm12725	X48H - S48H	7.2491	Up	0.0203
Gfpt2	X48H - S48H	1.2955	Up	0.0203
Ankrd5	X48H - S48H	4.1768	Up	0.0203
AC162799.1	X48H - S48H	-3.4	Down	0.0203
Vnn1	X48H - S48H	1.1849	Up	0.0203
Akr1b7	X48H - S48H	1.9947	Up	0.0206
Gm14807	X48H - S48H	-5.029	Down	0.0206
Utp14b	X48H - S48H	1.067	Up	0.0208
Col20a1	X48H - S48H	-1.4483	Down	0.0208
Gm17279	X48H - S48H	-3.0532	Down	0.0208
Arhgap33	X48H - S48H	2.8155	Up	0.0208
Tsku	X48H - S48H	1.8957	Up	0.0209
Spry4	X48H - S48H	-1.0692	Down	0.0214
Acnat2	X48H - S48H	1.0356	Up	0.0214
Lhb	X48H - S48H	-2.7909	Down	0.0214
Scarna9	X48H - S48H	5.2462	Up	0.0216
Gm13632	X48H - S48H	4.3037	Up	0.0216
Sftpb	X48H - S48H	-3.0022	Down	0.0219
Fam110c	X48H - S48H	1.2101	Up	0.0219
Entpd7	X48H - S48H	1.4832	Up	0.0219
Slc25a24	X48H - S48H	1.2258	Up	0.0221
snoU6-77	X48H - S48H	5.2079	Up	0.0223
Gm12181	X48H - S48H	-3.202	Down	0.0223
Gm6659	X48H - S48H	-3.2375	Down	0.0225
Creb3l1	X48H - S48H	1.5999	Up	0.0225
Taf7l	X48H - S48H	-2.6734	Down	0.0226
Ecscr	X48H - S48H	1.0299	Up	0.0226
Gm973	X48H - S48H	-2.6172	Down	0.0227
Cacna1d	X48H - S48H	-1.1937	Down	0.0227
Gm14061	X48H - S48H	-3.2276	Down	0.0227
Zc3h12d	X48H - S48H	1.0866	Up	0.0228
Sprr1a	X48H - S48H	11.4181	Up	0.023
Pla2g4c	X48H - S48H	7.8283	Up	0.0232
Ccdc80	X48H - S48H	1.0414	Up	0.0233
Hs3st2	X48H - S48H	-3.5574	Down	0.0235
2810442I21Rik	X48H - S48H	8.0959	Up	0.0237
Fgfbp3	X48H - S48H	-3.0317	Down	0.0237
Bard1	X48H - S48H	4.94	Up	0.0239
2810417H13Rik	X48H - S48H	4.3952	Up	0.0239
Gm12730	X48H - S48H	-3.8739	Down	0.024
5730559C18Rik	X48H - S48H	8.5087	Up	0.024
A530020G20Rik	X48H - S48H	3.1844	Up	0.024
Caprin2	X48H - S48H	1.2045	Up	0.024
Itga6	X48H - S48H	1.0008	Up	0.0241
Dctd	X48H - S48H	7.5558	Up	0.0244
Gm5926	X48H - S48H	-2.2976	Down	0.0246
Gm12439	X48H - S48H	-3.765	Down	0.0247
Mup13	X48H - S48H	-1.0493	Down	0.0248
Chst1	X48H - S48H	7.5525	Up	0.0248
Ybx2	X48H - S48H	8.8407	Up	0.0248
Wfdc16	X48H - S48H	9.1808	Up	0.0249
Slc19a3	X48H - S48H	8.53	Up	0.0249
Gm9844	X48H - S48H	1.1489	Up	0.025
Gm16799	X48H - S48H	-4.7551	Down	0.025
Igf2bp2	X48H - S48H	1.0914	Up	0.0251
Mmp24	X48H - S48H	6.07	Up	0.0251
Ngfr	X48H - S48H	1.1467	Up	0.0252
Lingo4	X48H - S48H	-1.6213	Down	0.0252
Clip2	X48H - S48H	1.1175	Up	0.0253
Ccna1	X48H - S48H	5.4898	Up	0.0254
Tmem163	X48H - S48H	-8.4027	Down	0.0255
Tspyl2	X48H - S48H	1.0379	Up	0.0256
Hsd3b2	X48H - S48H	-1.2155	Down	0.0257
Dusp18	X48H - S48H	6.8566	Up	0.0257
Kif15	X48H - S48H	5.4014	Up	0.0259
Mfsd7c	X48H - S48H	1.5939	Up	0.0259
Trav14d-2	X48H - S48H	-3.5662	Down	0.0261
Trav14n-2	X48H - S48H	-3.5662	Down	0.0261
Gm6086	X48H - S48H	7.5871	Up	0.0262
Zfp941	X48H - S48H	1.2438	Up	0.0262
Trpc1	X48H - S48H	4.6527	Up	0.0262
Gm15950	X48H - S48H	-7.4357	Down	0.0263
Rbm44	X48H - S48H	7.7376	Up	0.0264
Gm12663	X48H - S48H	1.1069	Up	0.0265
Clec2d	X48H - S48H	-1.152	Down	0.0265
Prrg4	X48H - S48H	3.2181	Up	0.0265
Gm16907	X48H - S48H	-9.2229	Down	0.0266
6430548M08Rik	X48H - S48H	1.2838	Up	0.0268
Gm10355	X48H - S48H	1.149	Up	0.0268
G6pdx	X48H - S48H	-1.358	Down	0.0269
Gm6509	X48H - S48H	-4.9993	Down	0.027
Fam119b	X48H - S48H	5.4451	Up	0.027
